date,revenue_eur,cogs_eur,labor_cost_eur,overhead_eur,gross_profit_eur,gross_margin_pct,operating_profit_eur,operating_margin_pct,labor_pct_of_revenue
2026-05-01,1716.1000000000001,546.1,581.624,211.892247043364,1170.0,0.681778451139211,376.48375295663595,0.21938334185457486,0.3389219742439252
2026-05-02,788.3000000000001,251.10000000000002,479.526,211.892247043364,537.2,0.6814664467842192,-154.21824704336396,-0.19563395540195858,0.6083039451985285
2026-05-03,919.4,293.6,484.05,211.892247043364,625.8,0.6806613008483794,-70.14224704336405,-0.0762913280871917,0.5264846639112465
2026-05-04,1477.7,469.1,571.824,211.892247043364,1008.6,0.682547201732422,224.88375295663607,0.1521849854210165,0.3869689382147932
2026-05-05,1555.9,494.05,523.77,211.892247043364,1061.8500000000001,0.6824667395076804,326.18775295663613,0.2096457053516525,0.3366347451635709
2026-05-06,1434.2,456.1,624.715,211.892247043364,978.1,0.6819829870310975,141.492752956636,0.09865622155671175,0.43558429786640634
2026-05-07,1540.4,488.7,608.344,211.892247043364,1051.7,0.6827447416255518,231.463752956636,0.1502621091642664,0.3949259932485069
2026-05-08,1384.6000000000001,442.35,536.154,211.892247043364,942.2500000000001,0.680521450238336,194.20375295663612,0.14025982446673127,0.3872266358515094
2026-05-09,696.3000000000001,220.25,379.424,211.892247043364,476.05000000000007,0.6836851931638662,-115.2662470433639,-0.16554107000339494,0.5449145483268705
2026-05-10,1034.3,330.55,439.72499999999997,211.892247043364,703.75,0.6804118727641884,52.13275295663604,0.05040389921360924,0.4251426085275065
2026-05-11,1080.1,339.45,613.18,211.892247043364,740.6499999999999,0.6857235441162854,-84.42224704336408,-0.07816151008551439,0.5677066938246459
2026-05-12,1507.6000000000001,477.65000000000003,611.667,211.892247043364,1029.95,0.6831719288936057,206.39075295663602,0.13690020758598834,0.4057223401432741
2026-05-13,1207.3,377.85,595.8349999999999,211.892247043364,829.4499999999999,0.6870289074794996,21.722752956636015,0.01799283770118116,0.4935268781578729
2026-05-14,1285.3,403.15000000000003,578.14,211.892247043364,882.1499999999999,0.6863378199642106,92.11775295663588,0.07167023493086119,0.44980938302341866
2026-05-15,1427.8,452.35,587.225,211.892247043364,975.4499999999999,0.6831839193164309,176.33275295663591,0.12349961686275103,0.41127959097912875
2026-05-16,803.8000000000001,256.25,486.08599999999996,211.892247043364,547.5500000000001,0.6812017914904205,-150.42824704336388,-0.18714636357721307,0.6047350087086338
2026-05-17,736.9,238.35000000000002,457.71,211.892247043364,498.54999999999995,0.676550413896051,-171.05224704336402,-0.23212409695123357,0.6211290541457457
2026-05-18,1235.7,393.8,625.136,211.892247043364,841.9000000000001,0.6813142348466457,4.871752956636129,0.00394250461814043,0.5058962531358744
2026-05-19,1080.4,337.40000000000003,533.171,211.892247043364,743.0,0.6877082562014069,-2.0632470433640435,-0.001909706630288822,0.49349407626804886
2026-05-20,1274.2,399.65000000000003,578.9209999999999,211.892247043364,874.55,0.6863522210014126,83.73675295663602,0.06571711894258046,0.45434076283158054
2026-05-21,1539.3000000000002,494.9,523.232,211.892247043364,1044.4,0.6784902228285584,309.2757529566361,0.20091973816451378,0.33991554602741497
2026-05-22,1330.6000000000001,419.85,520.6,211.892247043364,910.7500000000001,0.6844656545919134,178.2577529566361,0.1339679490129536,0.39125206673681046
2026-05-23,939.1,296.95,443.45599999999996,211.892247043364,642.1500000000001,0.6837929932914494,-13.198247043363864,-0.01405414443974429,0.47221382174422316
2026-05-24,886.6,277.45,418.002,211.892247043364,609.1500000000001,0.6870629370629372,-20.744247043363913,-0.023397526554662658,0.471466275659824
2026-05-25,1376.1,442.95,597.3199999999999,211.892247043364,933.1499999999999,0.6781120558098975,123.93775295663593,0.09006449600801972,0.43406729162124846
2026-05-26,1279.2,398.2,618.57,211.892247043364,881.0,0.6887116948092558,50.537752956635956,0.03950731156710128,0.48356003752345217
2026-05-27,1227.0,387.65000000000003,615.327,211.892247043364,839.3499999999999,0.6840668296658516,12.130752956635916,0.009886514227087136,0.5014889975550122
